timestamp,yes,no
2025-09-12 00:00:03,0.085,
2025-09-13 00:00:10,0.045,
2025-09-14 00:00:06,0.045,
2025-09-15 00:00:14,0.05,
2025-09-16 00:00:13,0.055,
2025-09-17 00:00:20,0.055,
2025-09-18 00:00:09,0.06,0.94
2025-09-19 00:00:10,0.045,
2025-09-20 00:00:17,0.06,
2025-09-21 00:00:05,0.06,
2025-09-22 00:00:14,0.06,
2025-09-23 00:00:06,0.055,
2025-09-24 00:00:04,0.06,
2025-09-25 00:00:06,0.055,
2025-09-26 00:00:08,0.09,
2025-09-27 00:00:11,0.075,
2025-09-28 00:00:09,0.075,
2025-09-29 00:00:09,0.085,
2025-09-30 00:00:11,0.07,
2025-10-01 00:00:10,0.09,
2025-10-02 00:00:06,0.085,
2025-10-03 00:00:04,0.085,
2025-10-04 00:00:09,0.145,
2025-10-05 00:00:08,0.13,
2025-10-06 00:00:07,0.125,
2025-10-07 00:00:06,0.13,
2025-10-08 00:00:06,0.145,
2025-10-09 00:00:05,0.135,
2025-10-10 00:00:08,0.145,
2025-10-11 00:00:07,0.095,
2025-10-12 00:00:05,0.125,
2025-10-13 00:00:10,0.135,
2025-10-14 00:00:16,0.115,
2025-10-15 00:00:07,0.12,
2025-10-16 00:00:21,0.12,
2025-10-17 00:00:06,0.135,
2025-10-18 00:00:05,0.145,0.855
2025-10-19 00:00:12,0.16,
2025-10-20 00:00:19,0.135,
2025-10-21 00:00:10,0.16,
2025-10-22 00:00:08,0.13,
2025-10-22 15:30:07,0.12,
