Date,Price,Open,High,Low,Volume
"Aug 03, 2020",3294.61,3288.26,3302.73,3284.53,0
"Aug 04, 2020",3306.51,3289.92,3306.84,3286.37,0
"Aug 05, 2020",3327.77,3317.37,3330.77,3317.37,0
"Aug 06, 2020",3349.16,3323.17,3351.03,3318.14,0
"Aug 07, 2020",3351.28,3340.05,3352.54,3328.72,0
"Aug 10, 2020",3360.47,3356.04,3363.29,3335.44,0
"Aug 11, 2020",3333.69,3370.34,3381.01,3326.44,0
"Aug 12, 2020",3380.35,3355.46,3387.89,3355.46,0
"Aug 13, 2020",3373.43,3372.95,3387.24,3363.35,0
"Aug 14, 2020",3372.85,3368.66,3378.51,3361.64,0
"Aug 17, 2020",3381.99,3380.86,3387.59,3379.22,0
"Aug 18, 2020",3389.78,3387.04,3395.06,3370.15,0
"Aug 19, 2020",3374.85,3392.51,3399.54,3369.66,0
"Aug 20, 2020",3385.51,3360.48,3390.8,3354.69,0
"Aug 21, 2020",3397.16,3386.01,3399.96,3379.31,0
"Aug 24, 2020",3431.28,3418.09,3432.09,3413.13,0
"Aug 25, 2020",3443.62,3435.95,3444.21,3425.84,0
"Aug 26, 2020",3478.73,3449.97,3481.07,3444.15,0
"Aug 27, 2020",3484.55,3485.14,3501.38,3468.35,0
"Aug 28, 2020",3508.01,3494.69,3509.23,3484.32,0
"Aug 31, 2020",3500.31,3509.73,3514.77,3493.25,0
"Sep 01, 2020",3526.65,3507.44,3528.03,3494.6,0
"Sep 02, 2020",3580.84,3543.76,3588.11,3535.23,0
"Sep 03, 2020",3455.06,3564.74,3564.85,3427.41,0
"Sep 04, 2020",3426.96,3453.6,3479.15,3349.63,0
"Sep 08, 2020",3331.84,3371.88,3379.97,3329.27,0
"Sep 09, 2020",3398.96,3369.82,3424.77,3366.84,0
"Sep 10, 2020",3339.19,3412.56,3425.55,3329.25,0
"Sep 11, 2020",3340.97,3352.7,3368.95,3310.47,0
"Sep 14, 2020",3383.54,3363.56,3402.93,3363.56,0
"Sep 15, 2020",3401.2,3407.73,3419.48,3389.25,0
"Sep 16, 2020",3385.49,3411.23,3428.92,3384.45,0
"Sep 17, 2020",3357.01,3346.86,3375.17,3328.82,0
"Sep 18, 2020",3319.47,3357.38,3362.27,3292.4,0
"Sep 21, 2020",3281.06,3285.57,3285.57,3229.1,0
"Sep 22, 2020",3315.57,3295.75,3320.31,3270.95,0
"Sep 23, 2020",3236.92,3320.11,3323.35,3232.57,0
"Sep 24, 2020",3246.59,3226.14,3278.7,3209.45,0
"Sep 25, 2020",3298.46,3236.66,3306.88,3228.44,0
"Sep 28, 2020",3351.6,3333.9,3360.74,3332.91,0
"Sep 29, 2020",3335.47,3350.92,3357.92,3327.54,0
"Sep 30, 2020",3363.0,3341.21,3393.56,3340.47,0
"Oct 01, 2020",3380.8,3385.87,3397.18,3361.39,0
"Oct 02, 2020",3348.42,3338.94,3369.1,3323.69,0
"Oct 05, 2020",3408.6,3367.27,3409.57,3367.27,0
"Oct 06, 2020",3360.97,3408.74,3431.56,3354.54,0
"Oct 07, 2020",3419.44,3384.56,3426.26,3384.56,0
"Oct 08, 2020",3446.83,3434.28,3447.28,3428.15,0
"Oct 09, 2020",3477.14,3459.67,3482.34,3458.07,0
"Oct 12, 2020",3534.22,3500.02,3549.85,3499.61,0
"Oct 13, 2020",3511.93,3534.01,3534.01,3500.86,0
"Oct 14, 2020",3488.67,3515.47,3527.94,3480.55,0
"Oct 15, 2020",3483.34,3453.72,3489.08,3440.89,0
"Oct 16, 2020",3483.81,3493.5,3515.76,3480.45,0
"Oct 19, 2020",3426.92,3493.66,3502.42,3419.93,0
"Oct 20, 2020",3443.12,3439.38,3476.93,3435.65,0
"Oct 21, 2020",3435.56,3439.91,3464.86,3433.06,0
"Oct 22, 2020",3453.49,3438.5,3460.53,3415.34,0
"Oct 23, 2020",3465.39,3464.9,3466.46,3440.45,0
"Oct 26, 2020",3400.97,3441.42,3441.42,3364.86,0
"Oct 27, 2020",3390.68,3403.15,3409.51,3388.71,0
"Oct 28, 2020",3271.03,3342.48,3342.48,3268.89,0
"Oct 29, 2020",3310.11,3277.17,3341.05,3259.82,0
"Oct 30, 2020",3269.96,3293.59,3304.93,3233.94,0
"Nov 02, 2020",3310.24,3296.2,3330.14,3279.74,0
"Nov 03, 2020",3369.16,3336.25,3389.49,3336.25,0
"Nov 04, 2020",3443.44,3406.46,3486.25,3405.17,0
"Nov 05, 2020",3510.45,3485.74,3529.05,3485.74,0
"Nov 06, 2020",3509.44,3508.34,3521.58,3484.34,0
"Nov 09, 2020",3550.5,3583.04,3645.99,3547.48,0
"Nov 10, 2020",3545.53,3543.26,3557.22,3511.91,0
"Nov 11, 2020",3572.66,3563.22,3581.16,3557.0,0
"Nov 12, 2020",3537.01,3562.67,3569.02,3518.58,0
"Nov 13, 2020",3585.15,3552.57,3593.66,3552.57,0
"Nov 16, 2020",3626.91,3600.16,3628.51,3600.16,0
"Nov 17, 2020",3609.53,3610.31,3623.11,3588.68,0
"Nov 18, 2020",3567.79,3612.09,3619.09,3567.33,0
"Nov 19, 2020",3581.87,3559.41,3585.22,3543.84,0
"Nov 20, 2020",3557.54,3579.31,3581.23,3556.85,0
"Nov 23, 2020",3577.59,3566.82,3589.81,3552.77,0
"Nov 24, 2020",3635.41,3594.52,3642.31,3594.52,0
"Nov 25, 2020",3629.65,3635.5,3635.5,3617.76,0
"Nov 27, 2020",3638.35,3638.55,3644.31,3629.33,0
"Nov 30, 2020",3621.63,3634.18,3634.18,3594.39,0
"Dec 01, 2020",3662.45,3645.87,3678.45,3645.87,0
"Dec 02, 2020",3669.01,3653.78,3670.96,3644.84,0
"Dec 03, 2020",3666.72,3668.28,3682.73,3657.17,0
"Dec 04, 2020",3699.12,3670.94,3699.2,3670.94,0
"Dec 07, 2020",3691.96,3694.73,3697.41,3678.88,0
"Dec 08, 2020",3702.25,3683.05,3708.45,3678.83,0
"Dec 09, 2020",3672.82,3705.98,3712.39,3660.54,0
"Dec 10, 2020",3668.1,3659.13,3678.49,3645.18,0
"Dec 11, 2020",3663.46,3656.08,3665.91,3633.4,0
"Dec 14, 2020",3647.49,3675.27,3697.61,3645.84,0
"Dec 15, 2020",3694.62,3666.41,3695.29,3659.62,0
"Dec 16, 2020",3701.17,3696.25,3711.27,3688.57,0
"Dec 17, 2020",3722.48,3713.65,3725.12,3710.87,0
"Dec 18, 2020",3709.41,3722.39,3726.7,3685.84,0
"Dec 21, 2020",3694.92,3684.28,3702.9,3636.48,0
"Dec 22, 2020",3687.26,3698.08,3698.26,3676.16,0
"Dec 23, 2020",3690.01,3693.42,3711.24,3689.28,0
"Dec 24, 2020",3703.06,3694.03,3703.82,3689.32,0
"Dec 28, 2020",3735.36,3723.03,3740.51,3723.03,0
"Dec 29, 2020",3727.04,3750.01,3756.12,3723.31,0
"Dec 30, 2020",3732.04,3736.19,3744.63,3730.21,0
"Dec 31, 2020",3756.07,3733.27,3760.2,3726.88,0
"Jan 04, 2021",3700.65,3764.61,3769.99,3662.71,0
"Jan 05, 2021",3726.86,3698.02,3737.83,3695.07,0
"Jan 06, 2021",3748.14,3712.2,3783.04,3705.34,0
"Jan 07, 2021",3803.79,3764.71,3811.55,3764.71,0
"Jan 08, 2021",3824.68,3815.05,3826.69,3783.6,0
"Jan 11, 2021",3799.61,3803.14,3817.86,3789.02,0
"Jan 12, 2021",3801.19,3801.62,3810.78,3776.51,0
"Jan 13, 2021",3809.84,3802.23,3820.96,3791.5,0
"Jan 14, 2021",3795.54,3814.98,3823.6,3792.86,0
"Jan 15, 2021",3768.25,3788.73,3788.73,3749.62,0
"Jan 19, 2021",3798.91,3781.88,3804.53,3780.37,0
"Jan 20, 2021",3851.85,3816.22,3859.75,3816.22,0
"Jan 21, 2021",3853.07,3857.46,3861.45,3845.05,0
"Jan 22, 2021",3841.47,3844.24,3852.31,3830.41,0
"Jan 25, 2021",3855.36,3851.68,3859.23,3797.16,0
"Jan 26, 2021",3849.62,3862.96,3870.9,3847.78,0
"Jan 27, 2021",3750.77,3836.83,3836.83,3732.48,0
"Jan 28, 2021",3787.38,3755.75,3830.5,3755.75,0
"Jan 29, 2021",3714.24,3778.05,3778.05,3694.12,0
"Feb 01, 2021",3773.86,3731.17,3784.32,3725.62,0
"Feb 02, 2021",3826.31,3791.84,3843.09,3791.84,0
"Feb 03, 2021",3830.17,3840.27,3847.51,3816.68,0
"Feb 04, 2021",3871.74,3836.66,3872.42,3836.66,0
"Feb 05, 2021",3886.83,3878.3,3894.56,3874.93,0
"Feb 08, 2021",3915.59,3892.59,3915.77,3892.59,0
"Feb 09, 2021",3911.23,3910.49,3918.35,3902.64,0
"Feb 10, 2021",3909.88,3920.78,3931.5,3884.94,0
"Feb 11, 2021",3916.38,3916.4,3925.99,3890.39,0
"Feb 12, 2021",3934.83,3911.65,3937.23,3905.78,0
"Feb 16, 2021",3932.59,3939.61,3950.43,3923.85,0
"Feb 17, 2021",3931.33,3918.5,3933.61,3900.43,0
"Feb 18, 2021",3913.97,3915.86,3921.98,3885.03,0
"Feb 19, 2021",3906.71,3921.16,3930.41,3903.07,0
"Feb 22, 2021",3876.5,3885.55,3902.92,3874.71,0
"Feb 23, 2021",3881.37,3857.07,3895.98,3805.59,0
"Feb 24, 2021",3925.43,3873.71,3928.65,3859.6,0
"Feb 25, 2021",3829.34,3915.8,3925.02,3814.04,0
"Feb 26, 2021",3811.15,3839.66,3861.08,3789.54,0
"Mar 01, 2021",3901.82,3842.51,3914.5,3842.51,0
"Mar 02, 2021",3870.29,3903.64,3906.41,3868.57,0
"Mar 03, 2021",3819.72,3863.99,3874.47,3818.86,0
"Mar 04, 2021",3768.47,3818.53,3843.67,3723.34,0
"Mar 05, 2021",3841.94,3793.58,3851.69,3730.19,0
"Mar 08, 2021",3821.35,3844.39,3881.06,3819.25,0
"Mar 09, 2021",3875.44,3851.93,3903.76,3851.93,0
"Mar 10, 2021",3898.81,3891.99,3917.35,3885.73,0
"Mar 11, 2021",3939.34,3915.54,3960.27,3915.54,0
"Mar 12, 2021",3943.34,3924.52,3944.99,3915.21,0
"Mar 15, 2021",3968.94,3942.96,3970.08,3923.54,0
"Mar 16, 2021",3962.71,3973.59,3981.04,3953.44,0
"Mar 17, 2021",3974.12,3949.57,3983.87,3935.74,0
"Mar 18, 2021",3915.46,3953.5,3969.62,3910.86,0
"Mar 19, 2021",3913.1,3913.14,3930.12,3886.75,0
"Mar 22, 2021",3940.59,3916.48,3955.31,3914.16,0
"Mar 23, 2021",3910.52,3937.6,3949.13,3901.57,0
"Mar 24, 2021",3889.14,3919.93,3942.08,3889.07,0
"Mar 25, 2021",3909.52,3879.34,3919.54,3853.5,0
"Mar 26, 2021",3974.54,3917.12,3978.19,3917.12,0
"Mar 29, 2021",3971.09,3969.31,3981.83,3943.25,0
"Mar 30, 2021",3958.55,3963.34,3968.01,3944.35,0
"Mar 31, 2021",3972.89,3967.25,3994.41,3966.98,0
"Apr 01, 2021",4019.87,3992.78,4020.63,3992.78,0
"Apr 05, 2021",4077.91,4034.44,4083.42,4034.44,0
"Apr 06, 2021",4073.94,4075.57,4086.23,4068.14,0
"Apr 07, 2021",4079.95,4074.29,4083.13,4068.31,0
"Apr 08, 2021",4097.17,4089.95,4098.19,4082.54,0
"Apr 09, 2021",4128.8,4096.11,4129.48,4095.51,0
"Apr 12, 2021",4127.99,4124.71,4131.76,4114.82,0
"Apr 13, 2021",4141.59,4130.1,4148.0,4124.43,0
"Apr 14, 2021",4124.66,4141.58,4151.69,4120.87,0
"Apr 15, 2021",4170.42,4139.76,4173.49,4139.76,0
"Apr 16, 2021",4185.47,4174.14,4191.31,4170.75,0
"Apr 19, 2021",4163.26,4179.8,4180.81,4150.47,0
"Apr 20, 2021",4134.94,4159.18,4159.18,4118.38,0
"Apr 21, 2021",4173.42,4128.42,4175.02,4126.35,0
"Apr 22, 2021",4134.98,4170.46,4179.57,4123.69,0
"Apr 23, 2021",4180.17,4138.78,4194.17,4138.78,0
"Apr 26, 2021",4187.62,4185.03,4194.19,4182.36,0
"Apr 27, 2021",4186.72,4188.25,4193.35,4176.22,0
"Apr 28, 2021",4183.18,4185.14,4201.53,4181.78,0
"Apr 29, 2021",4211.47,4206.14,4218.78,4176.81,0
"Apr 30, 2021",4181.17,4198.1,4198.1,4174.85,0
"May 03, 2021",4192.66,4191.98,4209.39,4188.03,0
"May 04, 2021",4164.66,4179.04,4179.04,4128.59,0
"May 05, 2021",4167.59,4177.06,4187.72,4160.94,0
"May 06, 2021",4201.62,4169.14,4202.7,4147.33,0
"May 07, 2021",4232.6,4210.34,4238.04,4201.64,0
"May 10, 2021",4188.43,4228.29,4236.39,4188.13,0
"May 11, 2021",4152.1,4150.34,4162.04,4111.53,0
"May 12, 2021",4063.04,4130.55,4134.73,4056.88,0
"May 13, 2021",4112.5,4074.99,4131.58,4074.99,0
"May 14, 2021",4173.85,4129.58,4183.13,4129.58,0
"May 17, 2021",4163.29,4169.92,4171.92,4142.69,0
"May 18, 2021",4127.83,4165.94,4169.15,4125.99,0
"May 19, 2021",4115.68,4098.45,4116.93,4061.41,0
"May 20, 2021",4159.12,4121.97,4172.8,4121.97,0
"May 21, 2021",4155.86,4168.61,4188.72,4151.72,0
"May 24, 2021",4197.05,4170.16,4209.52,4170.16,0
"May 25, 2021",4188.13,4205.94,4213.42,4182.52,0
"May 26, 2021",4195.99,4191.59,4202.61,4184.11,0
"May 27, 2021",4200.88,4201.94,4213.38,4197.78,0
"May 28, 2021",4204.11,4210.77,4218.36,4203.57,0
"Jun 01, 2021",4202.04,4216.52,4234.12,4197.59,0
"Jun 02, 2021",4208.12,4206.82,4217.37,4198.27,0
"Jun 03, 2021",4192.85,4191.43,4204.39,4167.93,0
"Jun 04, 2021",4229.89,4206.05,4233.45,4206.05,0
"Jun 07, 2021",4226.52,4229.34,4232.34,4215.66,0
"Jun 08, 2021",4227.26,4233.81,4236.74,4208.41,0
"Jun 09, 2021",4219.55,4232.99,4237.09,4218.74,0
"Jun 10, 2021",4239.18,4228.56,4249.74,4220.34,0
"Jun 11, 2021",4247.44,4242.9,4248.38,4232.25,0
"Jun 14, 2021",4255.15,4248.31,4255.59,4234.07,0
"Jun 15, 2021",4246.59,4255.28,4257.16,4238.35,0
"Jun 16, 2021",4223.7,4248.87,4251.89,4202.45,0
"Jun 17, 2021",4221.86,4220.37,4232.29,4196.05,0
"Jun 18, 2021",4166.45,4204.78,4204.78,4164.4,0
"Jun 21, 2021",4224.79,4173.4,4226.24,4173.4,0
"Jun 22, 2021",4246.44,4224.61,4255.84,4217.27,0
"Jun 23, 2021",4241.84,4249.27,4256.6,4241.43,0
"Jun 24, 2021",4266.49,4256.97,4271.28,4256.97,0
"Jun 25, 2021",4280.7,4274.45,4286.12,4271.16,0
"Jun 28, 2021",4290.61,4284.9,4292.14,4274.67,0
"Jun 29, 2021",4291.8,4293.21,4300.52,4287.04,0
"Jun 30, 2021",4297.5,4290.65,4302.43,4287.96,0
"Jul 01, 2021",4319.94,4300.73,4320.66,4300.73,0
"Jul 02, 2021",4352.34,4326.6,4355.43,4326.6,0
"Jul 06, 2021",4343.54,4356.46,4356.46,4314.37,0
"Jul 07, 2021",4358.13,4351.01,4361.88,4329.79,0
"Jul 08, 2021",4320.82,4321.07,4330.88,4289.37,0
"Jul 09, 2021",4369.55,4329.38,4371.6,4329.38,0
"Jul 12, 2021",4384.63,4372.41,4386.68,4364.03,0
"Jul 13, 2021",4369.21,4381.07,4392.37,4366.92,0
"Jul 14, 2021",4374.3,4380.11,4393.68,4362.36,0
"Jul 15, 2021",4360.03,4369.02,4369.02,4340.7,0
"Jul 16, 2021",4327.16,4367.43,4375.09,4322.53,0
"Jul 19, 2021",4258.49,4296.4,4296.4,4233.13,0
"Jul 20, 2021",4323.06,4265.11,4336.84,4262.05,0
"Jul 21, 2021",4358.69,4331.13,4359.7,4331.13,0
"Jul 22, 2021",4367.48,4361.27,4369.87,4350.06,0
"Jul 23, 2021",4411.79,4381.2,4415.18,4381.2,0
"Jul 26, 2021",4422.3,4409.58,4422.73,4405.45,0
"Jul 27, 2021",4401.46,4416.38,4416.38,4372.51,0
"Jul 28, 2021",4400.64,4402.95,4415.47,4387.01,0
"Jul 29, 2021",4419.15,4403.59,4429.97,4403.59,0
"Jul 30, 2021",4395.26,4395.12,4412.25,4389.65,0
"Aug 02, 2021",4387.16,4406.86,4422.18,4384.81,0
"Aug 03, 2021",4423.15,4392.74,4423.79,4373.0,0
"Aug 04, 2021",4402.66,4415.95,4416.17,4400.23,0
"Aug 05, 2021",4429.1,4408.86,4429.76,4408.86,0
"Aug 06, 2021",4436.52,4429.07,4440.82,4429.07,0
"Aug 09, 2021",4432.35,4437.77,4439.39,4424.74,0
"Aug 10, 2021",4436.75,4435.79,4445.21,4430.03,0
"Aug 11, 2021",4442.41,4442.18,4449.44,4436.42,0
"Aug 12, 2021",4460.83,4446.08,4461.77,4435.96,0
"Aug 13, 2021",4468.0,4464.84,4468.37,4460.82,0
"Aug 16, 2021",4479.71,4461.65,4480.26,4437.66,0
"Aug 17, 2021",4448.08,4462.12,4462.12,4417.83,0
"Aug 18, 2021",4400.27,4440.94,4454.32,4397.59,0
"Aug 19, 2021",4405.8,4382.44,4418.61,4367.73,0
"Aug 20, 2021",4441.67,4410.56,4444.35,4406.8,0
"Aug 23, 2021",4479.53,4450.29,4489.88,4450.29,0
"Aug 24, 2021",4486.23,4484.4,4492.81,4482.28,0
"Aug 25, 2021",4496.19,4490.45,4501.71,4485.66,0
"Aug 26, 2021",4470.0,4493.75,4495.9,4468.99,0
"Aug 27, 2021",4509.37,4474.1,4513.33,4474.1,0
"Aug 30, 2021",4528.79,4513.76,4537.36,4513.76,0
"Aug 31, 2021",4522.68,4529.75,4531.39,4515.8,0
"Sep 01, 2021",4524.09,4528.8,4537.11,4522.02,0
"Sep 02, 2021",4536.95,4534.48,4545.85,4524.66,0
"Sep 03, 2021",4535.43,4532.42,4541.45,4521.3,0
"Sep 07, 2021",4520.03,4535.38,4535.38,4513.0,0
"Sep 08, 2021",4514.07,4518.09,4521.79,4493.95,0
