date,signal
2024-05-01,77705.79161538462
2024-05-02,77892.25684615385
2024-05-03,77950.78426923076
2024-05-04,77891.9178076923
2024-05-05,77774.11930769231
2024-05-06,77686.3245
2024-05-07,77696.07926923077
2024-05-08,77705.8351923077
2024-05-09,77696.02523076923
2024-05-10,77735.11
2024-05-11,78000.06846153847
2024-05-12,78009.87996153846
2024-05-13,78117.804
2024-05-14,78314.26676923077
2024-05-15,78285.06196153846
2024-05-16,78509.74834615385
2024-05-17,78362.76165384614
2024-05-18,78038.6605
2024-05-19,78039.78792307692
2024-05-20,77922.1421153846
2024-05-21,78000.14276923076
2024-05-22,77551.36296153846
2024-05-23,78009.89057692306
2024-05-24,78303.19946153846
2024-05-25,78537.57911538461
2024-05-26,78137.59596153846
2024-05-27,78488.2183076923
2024-05-28,77453.26988461538
2024-05-29,78067.88919230769
2024-05-30,78508.99726923076
2024-05-31,78217.43000000001
2024-06-01,78187.55838461537
2024-06-02,78715.23561538462
2024-06-03,78539.6865
2024-06-04,85149.70127777779
2024-06-05,85348.15405555555
2024-06-06,85348.15405555555
2024-06-07,85220.60672222223
2024-06-08,51183.010833333334
2024-06-09,51184.022833333336
2024-06-10,51188.7455
2024-06-11,51190.22976666666
2024-06-12,51185.03516666666
2024-06-13,51271.68336666668
2024-06-14,51269.11996666669
2024-06-15,51269.050966666684
2024-06-16,51354.686833333355
2024-06-17,51439.71773333335
2024-06-18,51336.10866666667
2024-06-19,51334.6244
2024-06-20,85246.39095
2024-06-21,84310.11245
2024-06-22,81797.15745000001
2024-06-23,80919.51895000003
2024-06-24,80919.51895000003
2024-06-25,81047.06245000001
2024-06-26,80779.22105000002
2024-06-27,83452.4956
2024-06-28,79482.83624999998
2024-06-29,91242.77189999999
2024-06-30,91403.6158
2024-07-01,97900.89695
2024-07-02,101789.79465
2024-07-03,102089.06805000002
2024-07-04,101383.53390000001
2024-07-05,85107.23255555557
2024-07-06,84965.50033333334
2024-07-07,85418.99944444446
2024-07-08,85631.66166666668
2024-07-09,85759.20450000002
2024-07-10,84625.38283333335
2024-07-11,84667.87533333333
2024-07-12,85050.511
2024-07-13,85178.05438888888
2024-07-14,84696.28061111111
2024-07-15,84979.74561111111
2024-07-16,85617.60766666668
2024-07-17,85135.63933333333
2024-07-18,85008.06116666665
2024-07-19,84625.0971111111
2024-07-20,85631.64705555554
2024-07-21,84469.42038888887
2024-07-22,86198.49527777777
2024-07-23,84951.30416666665
2024-07-24,85007.96916666668
2024-07-25,85787.42872222223
2024-07-26,85418.99772222222
2024-07-27,85461.50822222223
2024-07-28,85518.19861111112
2024-07-29,84568.69366666667
2024-07-30,85475.72033333333
2024-07-31,85744.99561111111
2024-08-01,85291.44483333334
2024-08-02,85418.9465
2024-08-03,85390.48333333334
2024-08-04,84582.73927777779
2024-08-05,84752.83694444444
2024-08-06,84214.25183333334
2024-08-07,84639.37238888889
2024-08-08,85135.48711111111
2024-08-09,85319.74550000002
2024-08-10,84582.75677777779
2024-08-11,84299.31344444446
2024-08-12,85305.5476111111
2024-08-13,85588.97944444444
2024-08-14,85121.3105
2024-08-15,85333.88411111111
2024-08-16,85220.519
2024-08-17,85234.7015
2024-08-18,85348.06605555555
2024-08-19,85348.06383333333
2024-08-20,85050.38022222221
2024-08-21,84922.87994444446
2024-08-22,85050.47022222221
2024-08-23,85319.72138888888
2024-08-24,84880.39777777779
2024-08-25,85220.51122222222
2024-08-26,85234.6833888889
2024-08-27,85248.85555555556
2024-08-28,85234.68894444447
2024-08-29,84937.08677777779
2024-08-30,85220.51566666667
2024-08-31,85064.62227777779
2024-09-01,85206.33616666666
2024-09-02,84894.56355555556
2024-09-03,84880.39755555557
2024-09-04,84880.39311111112
2024-09-05,85022.07644444445
2024-09-06,84880.37644444445
2024-09-07,85022.08977777779
2024-09-08,85163.83311111112
2024-09-09,85022.09533333335
2024-09-10,59007.895769230774
2024-09-11,58820.51253846153
2024-09-12,84880.36533333334
2024-09-13,84738.63366666666
2024-09-14,85022.09033333333
2024-09-15,84880.36755555555
2024-09-16,85163.80977777777
2024-09-17,84596.87533333333
2024-09-18,84894.49077777778
2024-09-19,84752.7768888889
2024-09-20,85036.25505555555
2024-09-21,85177.96727777779
2024-09-22,85163.76255555556
2024-09-23,85192.14366666667
2024-09-24,84611.03188888889
2024-09-25,84922.87855555555
2024-09-26,84894.48022222222
2024-09-27,85064.57272222223
2024-09-28,85220.48866666667
2024-09-29,84922.87283333334
2024-09-30,85064.56450000001
2024-10-01,85206.31616666667
2024-10-02,84497.70205555556
2024-10-03,85220.50122222221
2024-10-04,85192.15961111111
2024-10-05,84781.15322222222
2024-10-06,85064.63966666667
2024-10-07,85192.17161111112
2024-10-08,85050.46161111112
2024-10-09,84880.39977777778
2024-10-10,85036.2663888889
2024-10-11,85192.18844444446
2024-10-12,85178.02022222223
2024-10-13,85163.84866666667
2024-10-14,85192.19177777779
2024-10-15,85178.02133333334
2024-10-16,84611.15022222223
2024-10-17,85036.31083333335
2024-10-18,85333.92461111111
2024-10-19,85064.63344444445
2024-10-20,84880.37644444445
2024-10-21,85475.66911111111
2024-10-22,85078.82066666667
2024-10-23,85149.75577777778
2024-10-24,85135.54699999999
2024-10-25,85419.00422222223
2024-10-26,84993.82699999999
2024-10-27,85277.29477777777
2024-10-28,84795.42677777779
2024-10-29,85220.57844444444
2024-10-30,85078.84399999998
2024-10-31,85078.86788888888
2024-11-01,85220.58177777778
2024-11-02,85362.2751111111
2024-11-03,84511.95566666668
2024-11-04,85078.80066666666
2024-11-05,85220.48177777778
2024-11-06,85362.25344444445
2024-11-07,85038.50466666667
2024-11-20,138307.13062500002
2024-11-21,59205.570437500006
2024-11-22,54327.89543750001
2024-11-23,54199.55087500001
2024-11-24,54263.73362499999
2024-11-25,53525.7044375
2024-11-26,51889.113999999994
2024-11-27,48936.925375
2024-11-28,59686.9525
2024-11-29,62607.1140625
2024-11-30,60874.27725
2024-12-01,65880.3158125
2024-12-02,64660.920625
2024-12-03,74833.3539375
2024-12-04,67516.7905
2024-12-05,60585.440875
2024-12-06,61516.049625
2024-12-07,57665.2850625
2024-12-08,64596.672000000006
2024-12-09,64757.110875
2024-12-10,65527.267374999996
2024-12-11,66489.961375
2024-12-12,64596.6615625
2024-12-13,62542.92187500001
2024-12-14,61163.056124999996
2024-12-15,61997.38425
2024-12-16,65174.269875
2024-12-17,63794.401874999996
2024-12-18,64500.377499999995
2024-12-19,65238.436312499995
2024-12-20,65302.61793750001
2024-12-21,66136.9465
2024-12-22,63377.2255625
2024-12-23,65142.1684375
2024-12-24,60713.794625
2024-12-25,65687.7023125
2024-12-26,63633.9611875
2024-12-27,62382.46212500001
2024-12-28,62318.28600000001
2024-12-29,61965.291874999995
2024-12-30,60296.633812500004
2024-12-31,54392.098999999995
2025-01-01,59943.62525
2025-01-02,59141.35937499999
2025-01-03,61965.2321875
2025-01-04,61419.7070625
2025-01-05,60296.568125
2025-01-06,64404.053187499994
2025-01-07,65687.63306250001
2025-01-08,65206.292375000005
2025-01-09,63826.43225
2025-01-10,61451.78568750001
2025-01-11,62671.1959375
2025-01-12,63152.555375
2025-01-13,64115.2524375
2025-01-14,62286.1280625
2025-01-15,54745.05656250001
2025-01-16,60071.9563125
2025-01-17,56638.361874999995
2025-01-18,61034.64693750001
2025-01-19,64115.2674375
2025-01-20,63056.295625
2025-01-21,64692.87768750001
2025-01-22,61580.1920625
2025-01-23,62157.816875
2025-01-24,25016.50702380953
2025-01-25,24995.911047619047
2025-01-26,24256.474309523805
2025-01-27,24281.406523809525
2025-01-28,25345.775571428578
2025-01-29,24457.574857142856
2025-01-30,24297.538666666667
2025-01-31,24767.3729047619
2025-02-01,24606.01861904762
2025-02-02,25231.91380952382
2025-02-03,25235.77085714286
2025-02-04,1144.748076923077
2025-02-05,1134.623076923077
2025-02-06,1156.3528846153845
2025-02-07,1151.6019230769232
2025-02-08,1172.0855769230768
2025-02-09,1162.35
2025-02-10,1154.873076923077
2025-02-11,1153.2375
2025-02-12,1146.3836538461537
2025-02-13,1186.65
2025-02-14,1198.0211538461538
2025-02-15,1157.5211538461538
2025-02-16,1153.1596153846153
2025-02-17,1155.885576923077
2025-02-18,1171.6961538461537
2025-02-19,1157.2096153846155
2025-02-20,1072.6913793103447
2025-02-21,950.7025862068965
2025-02-22,997.6616379310343
2025-02-23,992.6689655172414
2025-02-24,969.721875
2025-02-25,989.7711206896553
2025-02-26,1019.8318965517242
2025-02-27,1002.1655172413792
2025-02-28,1017.2482758620689
2025-03-01,932.1750000000001
2025-03-02,918.7875
2025-03-03,925.35
2025-03-04,876.1875
2025-03-05,874.65
2025-03-06,864.2624999999999
2025-03-07,904.5
2025-03-08,876.9375
2025-03-09,870.9375
2025-03-10,859.6875
2025-03-11,867.1875
2025-03-12,872.6625
2025-03-13,878.175
2025-03-14,878.85
2025-03-15,882.4875
2025-03-16,855.0749999999999
2025-03-17,848.6625
2025-03-18,2722.3700892857146
2025-03-19,2710.9794642857146
2025-03-20,2694.815625
2025-03-21,14399.862034883723
