date,signal
2025-03-22,15207.399930232556
2025-03-23,13499.582802325582
2025-03-24,13361.031593023255
2025-03-25,12872.974139534885
2025-03-26,12479.15306976744
2025-03-27,11629.965627906979
2025-03-28,11813.929348837211
2025-03-29,11884.728779069766
2025-03-30,12096.954744186047
2025-03-31,12041.778441860464
2025-04-01,17938.073500000002
2025-04-02,13128.826011363637
2025-04-03,13089.789863636366
2025-04-04,13126.164556818183
2025-04-05,13185.370375
2025-04-06,13058.567522727273
2025-04-07,13102.804329545454
2025-04-08,13194.384056818182
2025-04-09,13265.74203409091
2025-04-10,13194.925636363636
2025-04-11,13165.411261363637
2025-04-12,12950.37577777778
2025-04-13,12973.56231111111
2025-04-14,12869.32548888889
2025-04-15,12922.28517777778
2025-04-16,12904.154944444444
2025-04-17,12860.312033333334
2025-04-18,12888.605766666667
2025-04-19,12868.745666666668
2025-04-20,12971.859011111113
2025-04-21,13016.47387777778
2025-04-22,13332.952431818185
2025-04-23,10664.66843636364
2025-04-24,10661.729709090912
2025-04-25,10800.339981818182
2025-04-26,10770.487545454547
2025-04-27,10151.497009259261
2025-04-28,10303.824842592596
2025-04-29,10593.705472222222
2025-04-30,9825.112888888889
2025-05-01,9902.31874074074
2025-05-02,10047.653166666665
2025-05-03,10924.761916666666
2025-05-04,10315.549703703704
2025-05-05,10256.015462962965
2025-05-06,9954.263064814813
2025-05-07,9830.391590909092
2025-05-08,9818.891272727273
2025-05-09,9615.45929090909
2025-05-10,10329.87088392857
2025-05-11,10292.134910714285
2025-05-12,10027.720624999998
2025-05-13,10048.289669642856
2025-05-14,10852.110037037033
2025-05-15,10899.552576923077
2025-05-16,10627.280153846154
2025-05-17,10761.993019230767
2025-05-18,11423.729480769232
2025-05-19,11599.64975
2025-05-20,11565.401644230766
2025-05-21,11419.693336538463
2025-05-22,10868.188942307692
2025-05-23,11210.504240384615
2025-05-24,11099.859500000002
2025-05-25,11384.819048076924
2025-05-26,10974.917855769232
2025-05-27,10875.782875
2025-05-28,10817.517278846153
2025-05-29,10468.396432692309
2025-05-30,10279.860019230768
2025-05-31,10309.163567307694
2025-06-01,9836.605211538461
2025-06-02,9587.476096153845
2025-06-03,9908.059037735848
2025-06-04,11188.945367924529
2025-06-05,10995.30524528302
2025-06-06,13523.655471153847
2025-06-07,12842.894730769232
2025-06-08,11596.663240384614
2025-06-09,11417.552817307695
2025-06-10,11599.724701923078
2025-06-11,11540.892298076924
2025-06-12,11688.497086538464
2025-06-13,11964.994528846155
2025-06-14,11588.074769230767
2025-06-15,11556.33066346154
2025-06-16,9434.307634615385
2025-06-17,9080.63611764706
2025-06-18,8866.231000000003
2025-06-19,8733.083637254904
2025-06-20,7931.049827272728
2025-06-21,7810.992227272728
2025-06-22,9535.241663636365
2025-06-23,9754.89591818182
2025-06-24,9756.164345454546
2025-06-25,11143.78919090909
2025-06-26,11036.308232142856
2025-06-27,11178.232580357144
2025-06-28,12626.290973214285
2025-06-29,12511.13207142857
2025-06-30,11086.236133928573
2025-07-01,9830.751830357141
2025-07-02,9586.515937499998
2025-07-03,9433.153830357143
2025-07-04,9163.64480357143
2025-07-05,10083.654589285716
2025-07-06,9275.574366071427
2025-07-07,9259.206857142859
2025-07-08,8903.829053571428
2025-07-09,8704.971732142858
2025-07-10,8728.05736607143
2025-07-11,9209.066339285715
2025-07-12,56861.25954109589
2025-07-13,50557.43433561644
2025-07-14,48588.30534246577
2025-07-15,58267.49329452057
2025-07-16,9696.948339285713
2025-07-17,9670.115339285718
2025-07-18,9390.691928571428
2025-07-19,5492.336495327103
2025-07-20,5445.35124537037
2025-07-21,5605.37648611111
2025-07-22,4796.275286363637
2025-07-23,4747.994101769911
2025-07-24,4581.706700854702
2025-07-25,4419.504611111111
2025-07-26,4702.6711374999995
2025-07-27,4696.550050000002
2025-07-28,4707.931158333334
2025-07-29,4774.339287499999
2025-07-30,4834.351770833334
2025-07-31,4814.293950000001
2025-08-01,4977.553570833333
2025-08-02,4510.906441666667
2025-08-03,4642.895466666667
2025-08-04,4806.791933333333
2025-08-05,6520.259048148146
2025-08-06,4303.941885185185
2025-08-07,4456.486892592591
2025-08-08,4447.300237037036
2025-08-09,4540.251207407406
2025-08-10,4433.804203703703
2025-08-11,4505.566003703703
2025-08-12,4477.91658888889
2025-08-13,4287.091674074073
2025-08-14,4286.244307407406
2025-08-15,3768.530185185183
2025-08-16,4000.5545073529406
2025-08-17,3951.9108235294107
2025-08-18,3648.3855661764715
2025-08-19,3603.90949632353
2025-08-20,4412.306065217393
2025-08-21,4562.558626811596
2025-08-22,4015.8130108695646
2025-08-23,3952.8022934782575
2025-08-24,3460.525184782606
2025-08-25,3685.9363731884046
2025-08-26,3844.3422971014475
2025-08-27,3737.216376811594
2025-08-28,3485.754760869564
2025-08-29,3259.108525362317
2025-08-30,5447.834843749999
2025-08-31,4352.767125
2025-09-01,3948.3935173611117
2025-09-02,4102.39046875
2025-09-03,4143.361874999999
2025-09-04,4205.051201388888
2025-09-05,4226.540079861112
2025-09-06,4129.694454861111
2025-09-07,4031.1347465277777
2025-09-08,4016.212687500001
2025-09-09,4192.259909722223
2025-09-10,4132.931715277778
2025-09-11,4139.413082191782
2025-09-12,4012.6141404109594
2025-09-13,3980.3323458904124
2025-09-14,3937.4620068493164
2025-09-15,4041.5475582191784
2025-09-16,4071.0347620689663
2025-09-17,4065.595224137932
2025-09-18,4016.401482758621
2025-09-19,3910.32323630137
2025-09-20,3927.06747260274
2025-09-21,3822.5994246575356
2025-09-22,4011.4427945205484
2025-09-23,4040.1930000000007
2025-09-24,3875.1215068965516
2025-09-25,4001.601258620691
2025-09-26,3947.932800000001
2025-09-27,3992.7681862068966
2025-09-28,3981.3932965517247
2025-09-29,4017.604096551726
2025-09-30,3936.437410344829
2025-10-01,3893.172551369864
2025-10-02,3938.0995777027038
2025-10-03,3935.852976351352
2025-10-04,3922.0706722972973
2025-10-05,3804.7141891891856
2025-10-06,3826.758043918914
2025-10-07,3876.86858163265
2025-10-08,3887.2414557823104
2025-10-09,3869.9569659863882
2025-10-10,3904.3875034013563
2025-10-11,3887.1344693877495
2025-10-12,3837.9942551020335
2025-10-13,3850.38304761904
2025-10-14,3882.672452054787
2025-10-15,3896.7455582191715
2025-10-16,3856.3968775510148
2025-10-17,3850.8884319727867
2025-10-18,3856.6286054421707
2025-10-19,3854.4716530612195
2025-10-20,3817.1364864864836
2025-10-21,3828.445304054051
2025-10-22,3845.645361486485
2025-10-23,3859.704622448975
